id,age,income,total_transactions,total_amount_spent,offers_received,offers_viewed,offers_completed,cluster,cluster_name
402d0d57aacc4533ab4384581d0fae61,55.0,113000.0,8.0,253.35000000000002,5.0,3.0,6.0,3,Affluent Moderates
5253087d9deb4d2c81f8bd6690ec229e,47.0,59000.0,4.0,79.58,3.0,3.0,2.0,2,Low-Spend Infrequent Users
bdc83aa918b94994a9a9d4b0b4623e21,23.0,73000.0,13.0,37.1,4.0,2.0,2.0,2,Low-Spend Infrequent Users
c1d6f806a92c46fdaacaca6b9c8d2e18,46.0,78000.0,4.0,108.34,3.0,3.0,4.0,3,Affluent Moderates
bfc1e0be52a141b5a89f3410d5f9eb37,93.0,73000.0,5.0,104.21000000000001,5.0,3.0,8.0,3,Affluent Moderates
206ce5f33eb14623888263d2b945d089,69.0,78000.0,12.0,235.46,5.0,4.0,10.0,1,High-Value Loyalists
fcd0080e7fa846abbb637131d0c466e3,58.0,50000.0,1.0,13.97,6.0,5.0,4.0,0,Low-Engagement Customers
9d2b3df217334085aa72aeba559b70e1,55.0,76000.0,2.0,51.22,6.0,5.0,2.0,0,Low-Engagement Customers
56a24501a23f4d34b70d88ab867b65e2,43.0,36000.0,18.0,55.24,4.0,4.0,2.0,4,Frequent Low-Spenders
07d1d0df6d1e467ba9e23844145b1477,59.0,74000.0,9.0,170.74,4.0,3.0,8.0,3,Affluent Moderates
953f68d9acdd47548bcc529af7d9e5ba,51.0,58000.0,6.0,110.59,6.0,5.0,10.0,1,High-Value Loyalists
64fdf1c65c4a4e59bc18f5b3cb84ed75,43.0,64000.0,16.0,234.01,4.0,3.0,4.0,4,Frequent Low-Spenders
d35cd59ac53044be82475629775a8410,59.0,55000.0,3.0,10.92,4.0,3.0,2.0,2,Low-Spend Infrequent Users
68890545a1f541c5b8eb6c69682596ab,57.0,54000.0,3.0,49.06,3.0,3.0,2.0,2,Low-Spend Infrequent Users
884a4f84900746388eac0d67a194ab27,23.0,69000.0,16.0,252.68,4.0,3.0,8.0,4,Frequent Low-Spenders
043bcfeacb874bbc837300701ce25870,70.0,72000.0,19.0,355.49,6.0,5.0,12.0,1,High-Value Loyalists
01f663b988964a4caca8b19abecb551d,62.0,62000.0,5.0,97.64,4.0,3.0,4.0,3,Affluent Moderates
0c41798831f44abfbe474aba2ee0a802,64.0,57000.0,5.0,61.63,4.0,3.0,6.0,3,Affluent Moderates
ffdefcac307f4ca99ac1ebd51470f106,87.0,47000.0,8.0,101.32,5.0,2.0,10.0,3,Affluent Moderates
2282d0c4726b4e9fad5ea8c69002ae9a,69.0,50000.0,10.0,119.02000000000001,4.0,4.0,6.0,4,Frequent Low-Spenders
bf4daf7b9b204d9f9b5e65a3c994009a,46.0,61000.0,8.0,110.05,3.0,3.0,6.0,2,Low-Spend Infrequent Users
800e86604d1f479884f25cb9b7230f20,18.0,67000.0,6.0,116.1,4.0,1.0,4.0,2,Low-Spend Infrequent Users
f40d6cee844544ae829e48798f635631,94.0,85000.0,4.0,104.54,5.0,3.0,8.0,3,Affluent Moderates
5710f347d305499b8a54b667a99baad4,31.0,54000.0,2.0,5.33,5.0,5.0,0.0,0,Low-Engagement Customers
0d3dc68161a243b3931832164030ff8b,61.0,88000.0,7.0,203.17000000000002,5.0,4.0,10.0,1,High-Value Loyalists
7e7598e16a454124bf675d37b1a2c265,58.0,60000.0,24.0,70.0,5.0,5.0,4.0,4,Frequent Low-Spenders
78e971bddb2842208b226249593b424f,24.0,72000.0,6.0,16.71,4.0,4.0,0.0,0,Low-Engagement Customers
75e8dd3225aa47908891329611068ae7,52.0,67000.0,9.0,35.02,6.0,6.0,8.0,1,High-Value Loyalists
e3b78cfaba0247a89a32c857af219960,53.0,61000.0,7.0,93.53999999999999,4.0,3.0,8.0,3,Affluent Moderates
41354aa288d14c75b25b41f5781a0a90,45.0,49000.0,21.0,283.51,6.0,5.0,12.0,1,High-Value Loyalists
231e1e33467647bbba31f6ba36d88541,26.0,68000.0,12.0,52.13,5.0,3.0,6.0,4,Frequent Low-Spenders
2acc7c8939034af1b712b3568af31a44,47.0,59000.0,3.0,32.56,5.0,5.0,6.0,0,Low-Engagement Customers
8559e6ba6e4c430c8e054bc65106dd20,62.0,33000.0,6.0,13.74,5.0,4.0,0.0,0,Low-Engagement Customers
107c2d7acb4749428bc169dc0c29733b,58.0,62000.0,2.0,32.44,4.0,3.0,0.0,2,Low-Spend Infrequent Users
448dabde725040978b8a247a20bac126,50.0,60000.0,1.0,3.19,4.0,1.0,0.0,2,Low-Spend Infrequent Users
c1839dbd29d54aacb391b3c58176e2ba,34.0,45000.0,5.0,7.81,1.0,1.0,0.0,2,Low-Spend Infrequent Users
a67bb3b2b2314de0afe3f66eb52d3100,27.0,42000.0,11.0,100.1,4.0,4.0,6.0,4,Frequent Low-Spenders
4e921e366a964cd7a6ff3ea0513aa8e3,53.0,94000.0,8.0,213.76,6.0,5.0,12.0,1,High-Value Loyalists
ff95e0a9cdfd4030958762dadcb11e1a,79.0,93000.0,3.0,60.230000000000004,5.0,1.0,4.0,3,Affluent Moderates
f3ea5b7c75bb41cba87ef3195caf2ab4,33.0,73000.0,6.0,538.76,3.0,2.0,4.0,3,Affluent Moderates
b608181fe6a34134917cb35a97b60d44,75.0,67000.0,6.0,74.13,2.0,2.0,0.0,2,Low-Spend Infrequent Users
20f7fdd12cc34df7b9ecb67ecd6b05ea,50.0,51000.0,12.0,128.4,4.0,2.0,6.0,4,Frequent Low-Spenders
78e6f6001f3f41de934361b11b7ed158,30.0,71000.0,6.0,26.59,5.0,3.0,0.0,0,Low-Engagement Customers
6bd2abed3d9e42b6aea077de959b4198,62.0,30000.0,3.0,17.17,2.0,2.0,0.0,2,Low-Spend Infrequent Users
0a7ac081fbc147cf827c5df27db32f00,86.0,99000.0,3.0,86.77,6.0,5.0,6.0,1,High-Value Loyalists
da990329776f4c0ab73d0a277dde9a0a,58.0,57000.0,6.0,88.62,4.0,3.0,0.0,2,Low-Spend Infrequent Users
5039b2f4623d41528eebe7b4bcd2d903,64.0,38000.0,12.0,35.47,4.0,3.0,4.0,4,Frequent Low-Spenders
a3b25e3ffd2f4a54b6559b7e901e294e,60.0,90000.0,8.0,189.05,6.0,2.0,10.0,1,High-Value Loyalists
5e4f7ab0a1b84d1d90b77926280c6fa3,65.0,73000.0,2.0,42.94,4.0,4.0,2.0,0,Low-Engagement Customers
9c5a9880f60843d0b610a2087d74832e,54.0,35000.0,6.0,12.18,5.0,3.0,0.0,0,Low-Engagement Customers
9d62a43100244caa8e5c146e406fae8e,59.0,36000.0,13.0,20.94,5.0,1.0,2.0,2,Low-Spend Infrequent Users
2b9346b366f54865ac8436867d969f7d,52.0,108000.0,11.0,311.69,4.0,2.0,4.0,3,Affluent Moderates
f3cd5ab3f77e491a91d854e3f04d04c3,66.0,52000.0,15.0,194.57,5.0,3.0,6.0,4,Frequent Low-Spenders
49afe30951c14805820817f3488ff656,56.0,113000.0,6.0,150.55,3.0,2.0,2.0,3,Affluent Moderates
74332b3675714b6ca36e9ef95e5feb8a,86.0,75000.0,10.0,180.95,3.0,1.0,6.0,3,Affluent Moderates
4865d53b473d4f72a8198a1ccd59c230,33.0,45000.0,20.0,212.71,3.0,2.0,4.0,4,Frequent Low-Spenders
c5aefbc176c24b2d892c19155a5df84a,91.0,39000.0,13.0,134.95,6.0,2.0,8.0,4,Frequent Low-Spenders
38197aa576534853acc113f11fb86b62,43.0,31000.0,19.0,119.06,4.0,2.0,6.0,4,Frequent Low-Spenders
a0293319bcdb40099d7b69090043cb18,40.0,40000.0,5.0,18.34,4.0,4.0,0.0,0,Low-Engagement Customers
1b536edccc10480a838c5098ce4ca695,52.0,41000.0,11.0,93.99,3.0,2.0,4.0,2,Low-Spend Infrequent Users
57bb7331c81a4add94819c7c49566a17,58.0,71000.0,7.0,119.22,3.0,3.0,4.0,3,Affluent Moderates
0d78e1683bdb47f2919a8b4a62e6488d,62.0,95000.0,6.0,144.68,5.0,2.0,8.0,3,Affluent Moderates
b766eeeed5b64f778917e5872e8422ce,61.0,112000.0,6.0,179.66,6.0,3.0,10.0,1,High-Value Loyalists
fb7eb30e7d1b4d2ebf627fe51063234e,67.0,50000.0,8.0,88.68,4.0,4.0,6.0,0,Low-Engagement Customers
41fa5270894247bd86a50a0b072449df,30.0,31000.0,4.0,4.86,3.0,3.0,0.0,2,Low-Spend Infrequent Users
4b0f48bf4b8b4ebb90cac7156b242932,24.0,35000.0,7.0,19.9,5.0,4.0,4.0,0,Low-Engagement Customers
cff9e1e91e924e7680871a835b06400c,42.0,81000.0,6.0,120.34,4.0,4.0,6.0,3,Affluent Moderates
fb65d7d6d86b4ed796c52f1a980dfd9b,43.0,72000.0,7.0,116.8,5.0,5.0,8.0,1,High-Value Loyalists
f65f6992eefd4878a7e4eafc86c51823,56.0,50000.0,8.0,24.869999999999997,3.0,2.0,0.0,2,Low-Spend Infrequent Users
c53bcd0e22d84656a2016b86dfa81771,53.0,41000.0,5.0,18.939999999999998,4.0,0.0,2.0,2,Low-Spend Infrequent Users
40ffe62904854748b1b19de2233e38e5,76.0,79000.0,5.0,106.33,2.0,2.0,0.0,2,Low-Spend Infrequent Users
2ac49dfdf85e40e38185b5e62744bd86,38.0,71000.0,15.0,57.48,4.0,2.0,6.0,4,Frequent Low-Spenders
d53ea893dd774977ad75280d4be4c621,44.0,45000.0,3.0,10.040000000000001,5.0,3.0,0.0,0,Low-Engagement Customers
3d6ea609611147dd8a7a75dc5a154f11,59.0,112000.0,10.0,273.26,5.0,4.0,10.0,1,High-Value Loyalists
6367775d7ee246e6b027a6272f379508,49.0,84000.0,5.0,120.05,5.0,5.0,4.0,0,Low-Engagement Customers
5c851531055e412395def06f0dae03b3,47.0,48000.0,5.0,19.939999999999998,3.0,0.0,0.0,2,Low-Spend Infrequent Users
7c4d81fe67c04d2a85a315b4c6f6b140,53.0,73000.0,13.0,254.16,6.0,4.0,8.0,1,High-Value Loyalists
afc08de173e84a01aa995f63f58a377a,51.0,72000.0,4.0,86.25,5.0,3.0,4.0,0,Low-Engagement Customers
40b746a0008f476e92c356dd8a3ec666,54.0,99000.0,5.0,118.47999999999999,5.0,5.0,4.0,3,Affluent Moderates
6d78e73a854c433ca63effc96cedb6c0,43.0,51000.0,12.0,150.2,6.0,3.0,12.0,4,Frequent Low-Spenders
4afbf8d631374590b0eae18c659375c9,78.0,36000.0,6.0,9.25,6.0,2.0,0.0,0,Low-Engagement Customers
d0bca8f00b4b47228080ec87095d4ae4,28.0,50000.0,13.0,162.02,4.0,3.0,4.0,4,Frequent Low-Spenders
6fb5a191d0d6459fbfb659bb14a3101e,59.0,51000.0,8.0,113.95,5.0,4.0,8.0,4,Frequent Low-Spenders
1cc6f40d610e4b66a697f932b0993c1e,48.0,90000.0,9.0,230.1,5.0,5.0,8.0,1,High-Value Loyalists
f875599b198d4e42b4c14c6e39e02b83,60.0,100000.0,5.0,127.59,5.0,5.0,6.0,1,High-Value Loyalists
9b54b880b94a4b3dba15e476955ffb53,58.0,61000.0,17.0,50.65,5.0,5.0,8.0,4,Frequent Low-Spenders
7f5905d614894995a7e0d51331097d52,24.0,59000.0,9.0,24.45,3.0,1.0,0.0,2,Low-Spend Infrequent Users
c518abca827b42ff81eb5bc49c455b03,55.0,67000.0,19.0,735.1999999999999,4.0,4.0,8.0,1,High-Value Loyalists
1dc32f55d93b43fca718323b0fa6f87b,57.0,99000.0,5.0,123.22,3.0,3.0,4.0,3,Affluent Moderates
b5884556ad104aa89f16f6a81b1a79d0,51.0,42000.0,17.0,155.99,4.0,2.0,4.0,4,Frequent Low-Spenders
8b175435fc16431aa46f5d708abd6c28,45.0,42000.0,4.0,20.18,4.0,4.0,2.0,0,Low-Engagement Customers
ab3329c070784ce6b7dd5c64ed65c69b,50.0,111000.0,8.0,202.63,4.0,3.0,8.0,3,Affluent Moderates
5910e7afd00b49e1aa8dec7b2afbb08b,66.0,50000.0,4.0,12.41,4.0,2.0,0.0,2,Low-Spend Infrequent Users
d292838e3114439982e3eeaf649cfe16,48.0,85000.0,10.0,216.75,6.0,5.0,10.0,1,High-Value Loyalists
bc8244e584fb4f06a55201e47b9c4664,56.0,51000.0,20.0,69.98,4.0,3.0,6.0,4,Frequent Low-Spenders
1b3ed725e78f4f67aaf3d3f6af445b91,53.0,85000.0,5.0,137.14000000000001,6.0,5.0,4.0,0,Low-Engagement Customers
aad9081a7228418d8ad7603575e8842b,45.0,60000.0,8.0,133.15,4.0,4.0,2.0,0,Low-Engagement Customers
221c346cff9146378dda2bcfe13ebd72,33.0,67000.0,2.0,8.76,5.0,3.0,0.0,0,Low-Engagement Customers
95e0cad7dc6d4c8cbeb09629d9c1b6b7,70.0,57000.0,15.0,234.68,5.0,3.0,6.0,4,Frequent Low-Spenders
306f60b7ff784c2eaa236a24498c8507,65.0,34000.0,16.0,35.53,4.0,2.0,0.0,2,Low-Spend Infrequent Users
e04182fa44734bdda8b8ed5dfe8f8ae5,63.0,45000.0,5.0,15.190000000000001,3.0,2.0,0.0,2,Low-Spend Infrequent Users
3b3f484e876f475eae9d6879cf4c15f1,70.0,76000.0,2.0,39.839999999999996,5.0,3.0,4.0,3,Affluent Moderates
976931110347490ba94ef6e8db5bd5f4,67.0,97000.0,4.0,112.22999999999999,3.0,3.0,4.0,3,Affluent Moderates
faa0d347e9014599bf83f1efe7da8449,82.0,109000.0,3.0,78.78,6.0,6.0,6.0,1,High-Value Loyalists
12d9987683864a7ab8a6739a2a10aff2,58.0,68000.0,7.0,102.78999999999999,5.0,4.0,6.0,0,Low-Engagement Customers
8d1f4c8bb2e445db93e387503c72c37e,68.0,60000.0,19.0,74.34,5.0,5.0,0.0,4,Frequent Low-Spenders
04698a1182a24807ad4c36f12b67c5ef,73.0,74000.0,5.0,90.17,3.0,1.0,4.0,3,Affluent Moderates
682de3c9fe1a4356978e1b2be4521fdf,81.0,50000.0,12.0,41.81,6.0,4.0,4.0,0,Low-Engagement Customers
47334841cdb24a5785678093a453356b,64.0,61000.0,9.0,142.99,4.0,3.0,6.0,3,Affluent Moderates
1da6a18e01c643d0bd7fa6cfbc645b41,67.0,81000.0,6.0,123.86,5.0,3.0,6.0,3,Affluent Moderates
42e17b916ce44fbb9ffcf4793f654a75,75.0,70000.0,4.0,66.84,3.0,2.0,2.0,3,Affluent Moderates
76fb9cbfc6364c768ce577226a2e03f2,58.0,76000.0,2.0,36.0,3.0,3.0,0.0,2,Low-Spend Infrequent Users
48c1f1b492d3451b804b81877bf957f5,67.0,77000.0,2.0,52.6,3.0,3.0,2.0,3,Affluent Moderates
167faa409a14464ea65b1769aa0f7095,21.0,31000.0,3.0,14.46,4.0,3.0,2.0,2,Low-Spend Infrequent Users
510590b1f8b840078d1cd85862ff119a,77.0,56000.0,8.0,121.66,4.0,4.0,2.0,0,Low-Engagement Customers
5b8d1108a0d84f6c8d26a9dbacc85ba0,47.0,80000.0,12.0,255.07999999999998,4.0,4.0,6.0,1,High-Value Loyalists
1d24185e453d4aa0af79d730aca24a59,48.0,35000.0,2.0,8.88,5.0,2.0,0.0,2,Low-Spend Infrequent Users
0f805acee74a41569d7a467285231bf0,64.0,111000.0,2.0,58.53,4.0,2.0,4.0,3,Affluent Moderates
56a0a16286e84bea84442d0581105459,29.0,41000.0,16.0,46.11,5.0,4.0,4.0,4,Frequent Low-Spenders
a00f336a2d544eeca1410c56fe80891b,56.0,104000.0,2.0,51.82,5.0,5.0,4.0,0,Low-Engagement Customers
3cc622f76e464bc1809a71e871579d6c,59.0,44000.0,10.0,86.43,1.0,0.0,2.0,2,Low-Spend Infrequent Users
1f4d1cf98b944a498765e80224e0ee8a,73.0,57000.0,11.0,133.71,4.0,4.0,6.0,4,Frequent Low-Spenders
4ec6918e0583443eb141b1bdea4a21b0,42.0,33000.0,4.0,31.04,5.0,4.0,4.0,0,Low-Engagement Customers
18808ae8de7e4c1e8754085a5c48013c,91.0,118000.0,11.0,285.49,5.0,3.0,8.0,1,High-Value Loyalists
4202baa282014408a665fcbb58941620,83.0,90000.0,7.0,162.47,3.0,3.0,4.0,3,Affluent Moderates
0750f076ecc945a99bcec8c00d1291e9,60.0,73000.0,12.0,254.72,5.0,5.0,8.0,1,High-Value Loyalists
6f089fe142874843bb1d7bf83d56746e,40.0,74000.0,14.0,58.41,6.0,4.0,4.0,4,Frequent Low-Spenders
148756e9c5ef42219e3e8acf7c35d608,49.0,100000.0,4.0,84.47,4.0,4.0,6.0,3,Affluent Moderates
4e1113bcc74c466abd0fba7036560c08,60.0,70000.0,6.0,101.09,5.0,3.0,6.0,3,Affluent Moderates
cdcf235edca34755961ac2a82bbe68de,65.0,71000.0,4.0,92.33,6.0,4.0,8.0,1,High-Value Loyalists
640052628384401ea425fba9441a8d2f,57.0,72000.0,10.0,233.28,5.0,4.0,8.0,1,High-Value Loyalists
a730445319964292b8f58701742e6835,24.0,54000.0,16.0,66.11,4.0,3.0,2.0,4,Frequent Low-Spenders
1353dbe91e7d487ea07d84376ed1a221,81.0,40000.0,14.0,144.12,4.0,4.0,4.0,4,Frequent Low-Spenders
d998cbbef862404698d1a561dd099c6e,51.0,55000.0,6.0,94.73,3.0,3.0,4.0,2,Low-Spend Infrequent Users
9fb680775f964e4daefcf176252c4f24,73.0,84000.0,6.0,122.58,5.0,5.0,8.0,1,High-Value Loyalists
81ac1acab0de4c979f56cab686a67e29,53.0,56000.0,1.0,4.11,4.0,1.0,0.0,2,Low-Spend Infrequent Users
bca0ddf80ce34cc2a8070a1a70a9e8c0,68.0,108000.0,3.0,88.53999999999999,2.0,2.0,2.0,3,Affluent Moderates
ec9438411f1c421480d3c63499f67171,48.0,96000.0,0.0,0.0,4.0,2.0,0.0,3,Affluent Moderates
db419088558440f78973c368a61798d0,81.0,85000.0,11.0,233.96,5.0,3.0,8.0,1,High-Value Loyalists
6173007b6ae64babb187f60c2c75283b,75.0,87000.0,2.0,54.11,5.0,5.0,4.0,0,Low-Engagement Customers
b4a98bffce2a49758b9324dbd99c5875,36.0,70000.0,18.0,168.35999999999999,6.0,4.0,4.0,4,Frequent Low-Spenders
3389da76083a40d399af9642163b5cd3,48.0,40000.0,0.0,0.0,3.0,2.0,0.0,2,Low-Spend Infrequent Users
7578b690bf9844f4a7814266ce8ae527,53.0,54000.0,4.0,20.92,2.0,1.0,0.0,2,Low-Spend Infrequent Users
fcdb1da2e19b4070b12a12803108bb6f,68.0,62000.0,6.0,110.05,4.0,3.0,2.0,3,Affluent Moderates
8cfb612c98eb4f288955d1ca99dcdc2e,56.0,93000.0,5.0,134.11,4.0,0.0,6.0,3,Affluent Moderates
e046d5d934274001bec776e7e51ee275,87.0,45000.0,8.0,99.83,4.0,4.0,6.0,3,Affluent Moderates
8b3bb691b50448628be21791196b5822,62.0,76000.0,7.0,137.05,4.0,4.0,4.0,3,Affluent Moderates
d0dac503d6f3416aa15c388ce2aff530,62.0,98000.0,9.0,243.8,5.0,3.0,4.0,3,Affluent Moderates
1abb54815cc3448fb16d28f60abe955f,55.0,38000.0,4.0,4.74,4.0,2.0,0.0,2,Low-Spend Infrequent Users
9ec24dc1f8cb415a8aae44029aea4ef9,57.0,90000.0,1.0,13.73,4.0,3.0,2.0,3,Affluent Moderates
ab77eeb4f3624d6dbb679f8f767ba06d,45.0,69000.0,10.0,210.34,3.0,3.0,6.0,3,Affluent Moderates
07a00827302441ee968555e2fd20dbcd,48.0,85000.0,14.0,318.90999999999997,5.0,2.0,8.0,1,High-Value Loyalists
0e881591e52e48c6bf80c9e02e6a2aa8,24.0,67000.0,21.0,81.81,5.0,3.0,8.0,4,Frequent Low-Spenders
1dbc248dfdbe4c5a966bb5dd5a63f899,59.0,63000.0,5.0,84.50999999999999,4.0,4.0,4.0,0,Low-Engagement Customers
875bf22eeaba436a840e2a658cd8aab9,55.0,50000.0,7.0,75.57,6.0,6.0,10.0,1,High-Value Loyalists
8084fe0e8aef475bb4e5debc684ee705,82.0,65000.0,3.0,51.14,5.0,5.0,4.0,0,Low-Engagement Customers
b991ce65f2094154a29d1bc76abdd272,30.0,40000.0,8.0,23.09,2.0,1.0,2.0,2,Low-Spend Infrequent Users
95dc4202ae22461d865b13da40b3d557,72.0,49000.0,8.0,20.770000000000003,4.0,3.0,0.0,2,Low-Spend Infrequent Users
79fd2e6ffce44b4da0f8a767537c1ee9,42.0,84000.0,13.0,291.37,6.0,6.0,8.0,1,High-Value Loyalists
08f5b62adc9143de953cf983f435536b,61.0,56000.0,7.0,79.73,5.0,5.0,10.0,1,High-Value Loyalists
2db15c88abc743109a09cd8c066eb5da,65.0,46000.0,13.0,147.14,5.0,4.0,10.0,4,Frequent Low-Spenders
580a6914426040de911bbc5fc154f1b7,53.0,54000.0,9.0,91.23,4.0,4.0,6.0,4,Frequent Low-Spenders
b5cfb04a4b11496286de993a47247b00,49.0,75000.0,3.0,70.53999999999999,5.0,5.0,6.0,0,Low-Engagement Customers
2149edc8436c49bf8ed9712ca0373b5a,68.0,100000.0,2.0,55.79,3.0,2.0,2.0,3,Affluent Moderates
280288f242a04a76a154edc65c315d82,78.0,92000.0,2.0,52.93,5.0,1.0,6.0,3,Affluent Moderates
2c390f344d874779b998d62e8e87faad,41.0,57000.0,5.0,79.78,4.0,4.0,2.0,0,Low-Engagement Customers
37b7ebdce49b45a3aaadf1020021d2fb,56.0,118000.0,6.0,180.42000000000002,5.0,4.0,10.0,1,High-Value Loyalists
8583bb774d2e4496a96c1550a036c8b8,49.0,62000.0,12.0,28.86,4.0,3.0,2.0,2,Low-Spend Infrequent Users
15c0c8d1534340888a61a94f4fe05a44,23.0,53000.0,11.0,150.95000000000002,4.0,3.0,8.0,4,Frequent Low-Spenders
4e07135858ca4eaf829cc6e74b010016,51.0,39000.0,3.0,13.379999999999999,5.0,2.0,2.0,2,Low-Spend Infrequent Users
bf9c03ee300f432e8b43c6763e9a4777,48.0,56000.0,4.0,68.82,4.0,4.0,6.0,0,Low-Engagement Customers
01fe5ec668f241608eb2f7ec374cb1b7,44.0,64000.0,10.0,161.89,1.0,1.0,0.0,2,Low-Spend Infrequent Users
75b598c650514c7f9c29e99c021df25f,54.0,113000.0,6.0,144.27,4.0,3.0,6.0,3,Affluent Moderates
710e32b6343144959b71c323a87d443d,83.0,99000.0,13.0,332.38,5.0,5.0,6.0,1,High-Value Loyalists
27cb665ec6754c2b8731f37deefb229c,51.0,67000.0,11.0,197.59,2.0,2.0,4.0,2,Low-Spend Infrequent Users
7a3ae920f38f49de8f24a976991b7060,63.0,76000.0,5.0,107.86,3.0,3.0,4.0,3,Affluent Moderates
3aff21d59ada4ca5a6786dbe5596823a,53.0,32000.0,15.0,130.72,5.0,4.0,4.0,4,Frequent Low-Spenders
e55864ca61d64043be64b3bb905a0903,66.0,95000.0,13.0,330.53000000000003,5.0,4.0,6.0,1,High-Value Loyalists
c16f538af70b43e89b600a4ca8b34e7d,87.0,62000.0,4.0,43.25,4.0,3.0,2.0,3,Affluent Moderates
888df122aac141adb08b7983ce2d9405,48.0,60000.0,6.0,93.35000000000001,6.0,4.0,6.0,0,Low-Engagement Customers
3b899227f99e466a8d77b4d7519bde11,69.0,83000.0,3.0,71.07,6.0,6.0,4.0,0,Low-Engagement Customers
b538b9bb43394a46b64a582ace540ff0,67.0,61000.0,4.0,73.4,4.0,3.0,2.0,0,Low-Engagement Customers
46f6c92a6ae84f21bd70bad9bc4d7101,59.0,93000.0,8.0,204.32,4.0,3.0,4.0,3,Affluent Moderates
d7930ec1e1b84cbea9102bf7f0c776a1,41.0,88000.0,4.0,89.60999999999999,5.0,5.0,4.0,0,Low-Engagement Customers
be7118b321cf45309618ddf31872648f,60.0,45000.0,8.0,22.3,3.0,2.0,2.0,2,Low-Spend Infrequent Users
77961f4298bd4340a3988bde6754d19d,62.0,71000.0,1.0,24.38,3.0,3.0,0.0,2,Low-Spend Infrequent Users
01772eae932447f9a853461a60820dc6,54.0,30000.0,8.0,58.28,4.0,3.0,2.0,2,Low-Spend Infrequent Users
ecd437c130854cb9abb2672f35e76f26,62.0,44000.0,6.0,30.26,6.0,3.0,2.0,0,Low-Engagement Customers
4b72d9b8182f45f0bef5758ffbc3c1eb,64.0,65000.0,0.0,0.0,4.0,4.0,0.0,0,Low-Engagement Customers
d5b9c42225b447b799a4a8976f146425,33.0,44000.0,7.0,17.13,3.0,2.0,0.0,2,Low-Spend Infrequent Users
ece9045782cc41118d65b229e459a79d,20.0,73000.0,3.0,15.459999999999999,4.0,3.0,2.0,2,Low-Spend Infrequent Users
464738f7360847adb55de84c859ba8af,49.0,50000.0,7.0,16.53,5.0,3.0,0.0,0,Low-Engagement Customers
d72ef64c48ad45f180f0470b3938b974,46.0,72000.0,22.0,71.27,5.0,5.0,2.0,4,Frequent Low-Spenders
45c5b119449a495d8c47c1fb1bc65244,23.0,41000.0,8.0,38.28,5.0,4.0,2.0,0,Low-Engagement Customers
71a3f4dc3640421c99453850f4a9933e,71.0,33000.0,4.0,10.299999999999999,4.0,3.0,0.0,2,Low-Spend Infrequent Users
61e18c335a324e0fbadf97cfc07ddb22,72.0,67000.0,8.0,37.09,4.0,4.0,0.0,0,Low-Engagement Customers
bfe04b6be76544929cee5fbb8e0305d1,72.0,76000.0,2.0,32.92,5.0,3.0,2.0,0,Low-Engagement Customers
b0e7569ef5df425981860902510752b2,56.0,30000.0,4.0,6.66,6.0,2.0,0.0,0,Low-Engagement Customers
28cc0c2d82474a929113d297cc109163,90.0,57000.0,10.0,147.35999999999999,4.0,4.0,8.0,1,High-Value Loyalists
885d8e7de35e4b7abb7c6f494c82c271,53.0,56000.0,16.0,51.24,4.0,3.0,0.0,2,Low-Spend Infrequent Users
bfbad17bdb5343aa89d2424dbf4fe969,58.0,75000.0,5.0,101.21,4.0,4.0,0.0,0,Low-Engagement Customers
edfb73e167d14e86ae9ad18dcc53cc39,54.0,118000.0,11.0,254.89000000000001,5.0,3.0,4.0,3,Affluent Moderates
2520c1ca400d43f4bf52ed6f482a6a75,39.0,99000.0,18.0,439.87,5.0,5.0,8.0,1,High-Value Loyalists
2fdcc7d377aa4afebdcbcc0fca5424fc,52.0,45000.0,10.0,26.46,5.0,3.0,2.0,0,Low-Engagement Customers
194c17ebab614744a501d5ef67c3b010,57.0,101000.0,5.0,141.59,4.0,3.0,2.0,3,Affluent Moderates
ab4b4416434b4f6e803b39ed5fe01a27,47.0,73000.0,9.0,24.06,6.0,1.0,2.0,0,Low-Engagement Customers
c7d7aa1b34dc4fdaa98d538e0e83a629,73.0,32000.0,10.0,85.71000000000001,3.0,2.0,6.0,2,Low-Spend Infrequent Users
1e2ad9f03fad4369a78e871b807885d4,51.0,68000.0,17.0,49.07,5.0,4.0,6.0,4,Frequent Low-Spenders
a411525d66d7480aa52869a5804cc8a0,62.0,49000.0,11.0,108.37,4.0,3.0,6.0,4,Frequent Low-Spenders
5fc5ab86de364cdb87da02f0b2489143,33.0,37000.0,19.0,158.23,5.0,4.0,6.0,4,Frequent Low-Spenders
f02a52cc9cf44c15a9710da746c7f329,68.0,39000.0,7.0,25.97,3.0,2.0,4.0,2,Low-Spend Infrequent Users
c84d413645104090bf2883a2c67a31b1,57.0,109000.0,6.0,158.87,4.0,3.0,4.0,3,Affluent Moderates
44e30e38a2a146edb83819aad2d1e32c,66.0,60000.0,0.0,0.0,4.0,4.0,0.0,0,Low-Engagement Customers
a24f1f58f75a442c946fe7659cfd6112,51.0,105000.0,3.0,86.99,5.0,2.0,4.0,3,Affluent Moderates
2dfba4dbfa934a22883eaa3778cadf66,73.0,62000.0,7.0,22.89,4.0,3.0,2.0,3,Affluent Moderates
57760e0d402d41ea970481bd848d1f51,58.0,108000.0,0.0,0.0,5.0,0.0,0.0,3,Affluent Moderates
